epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
23,12218.6,1.57167,4.83998,1.51044,0.95197,0.86728,0.8827,0.49247,1.53461,3.14532,1.51242,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,12741.1,1.56602,4.82596,1.50411,0.95665,0.86913,0.88695,0.5006,1.51715,3.08457,1.50947,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,13232.5,1.56176,4.77625,1.49972,0.95389,0.86825,0.88274,0.50083,1.51344,3.06084,1.50682,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,13662.5,1.55494,4.71744,1.49621,0.95296,0.87147,0.8876,0.51117,1.49895,3.03654,1.49295,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,14164.3,1.54864,4.72504,1.4943,0.95535,0.87397,0.88875,0.51697,1.47887,3.00292,1.48239,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,14768.5,1.54709,4.72493,1.49972,0.96166,0.87127,0.88758,0.51503,1.48459,2.98545,1.48716,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,15279.7,1.53663,4.66778,1.48814,0.96068,0.87377,0.89163,0.52036,1.47369,2.96962,1.47987,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,15716.1,1.53716,4.67115,1.48421,0.96427,0.87728,0.8939,0.52306,1.46338,2.96148,1.4693,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,16204.9,1.5287,4.62126,1.47992,0.96564,0.87402,0.89128,0.52279,1.45632,2.95655,1.46466,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,16643.6,1.5205,4.54497,1.47073,0.96701,0.87576,0.8915,0.5247,1.45775,2.93427,1.46287,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,17182.6,1.52149,4.5174,1.47668,0.9644,0.87618,0.89294,0.53195,1.45254,2.87421,1.46246,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,17766.6,1.51315,4.50997,1.4751,0.96444,0.8778,0.89354,0.5319,1.44396,2.86251,1.45448,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,18217.3,1.51276,4.52236,1.47712,0.96331,0.87855,0.89418,0.53672,1.43436,2.84521,1.44982,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,18751.6,1.50875,4.5244,1.46699,0.9654,0.87795,0.89476,0.53775,1.42846,2.83218,1.4466,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,19180.9,1.50413,4.44555,1.46369,0.96578,0.87791,0.89507,0.54156,1.41875,2.80626,1.44089,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,19622.8,1.50817,4.4638,1.46346,0.96717,0.87858,0.89627,0.54003,1.4172,2.78574,1.43806,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,20146.8,1.49909,4.44786,1.45598,0.96645,0.87844,0.897,0.54109,1.41138,2.77237,1.43419,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,20586.6,1.49705,4.39211,1.45976,0.96698,0.87983,0.89709,0.5433,1.40295,2.7642,1.42963,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,21128.8,1.49175,4.34259,1.45485,0.96616,0.88064,0.89745,0.54526,1.39753,2.7455,1.42647,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,21458.7,1.4903,4.34131,1.45364,0.96592,0.88099,0.89755,0.54678,1.39333,2.74134,1.42378,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,21871.1,1.4838,4.36001,1.44659,0.96608,0.88278,0.89766,0.54764,1.38922,2.74021,1.42117,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,22367.2,1.47223,4.29303,1.43927,0.96563,0.88232,0.89762,0.54751,1.38727,2.73305,1.4205,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,22800.9,1.47989,4.28905,1.44863,0.96525,0.88353,0.89843,0.54878,1.38464,2.72416,1.41852,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,23147.2,1.47467,4.28601,1.4406,0.96457,0.88411,0.89816,0.54941,1.38132,2.72135,1.41675,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,23473,1.46736,4.28726,1.43785,0.96562,0.88467,0.89809,0.54944,1.3778,2.71257,1.41417,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,23939.5,1.46697,4.28105,1.43631,0.96648,0.88429,0.89891,0.55132,1.37463,2.70957,1.41127,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,24294.6,1.46943,4.25065,1.44383,0.96607,0.88436,0.89916,0.5534,1.37101,2.70195,1.40925,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,24742.8,1.46094,4.23193,1.42817,0.96568,0.8851,0.89901,0.55436,1.36794,2.69984,1.40699,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,25174.6,1.44904,4.18934,1.42719,0.96613,0.8851,0.89971,0.55476,1.36547,2.69312,1.40569,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,25584.7,1.45003,4.16241,1.41793,0.96627,0.88491,0.89958,0.55512,1.3639,2.69217,1.40453,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,25927.9,1.44978,4.16664,1.42085,0.96631,0.8851,0.89962,0.55518,1.3616,2.68742,1.40369,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,26314.7,1.43155,4.12965,1.41223,0.96665,0.88536,0.9002,0.55802,1.35958,2.68259,1.40237,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,26648.9,1.43534,4.06098,1.41619,0.96632,0.88561,0.90029,0.5583,1.35766,2.67574,1.40087,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,26989.7,1.43317,4.11876,1.4156,0.96671,0.88619,0.90055,0.55935,1.35505,2.66775,1.39912,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,27383.1,1.43515,4.12228,1.41829,0.96674,0.88626,0.90078,0.56111,1.35191,2.66042,1.3977,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,27710.1,1.42457,4.07492,1.40678,0.96743,0.88677,0.90095,0.56173,1.34929,2.6565,1.39618,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,28032.9,1.41753,4.04067,1.39995,0.96683,0.88713,0.90072,0.56221,1.34692,2.65164,1.39483,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,28529.7,1.42508,4.05401,1.40916,0.96693,0.88718,0.90069,0.56364,1.34529,2.64625,1.39359,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,28810.2,1.41339,4.02371,1.40375,0.9646,0.8878,0.90086,0.56383,1.34304,2.63994,1.3924,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,29165.5,1.41423,4.04655,1.39904,0.9637,0.88823,0.90084,0.56472,1.34107,2.63627,1.39113,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,29447.7,1.41925,4.05356,1.40266,0.96462,0.88838,0.90067,0.56477,1.33955,2.62964,1.39015,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,29791.8,1.40666,3.99384,1.39479,0.96456,0.88892,0.90086,0.56621,1.33727,2.62589,1.38852,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,30128.8,1.39389,3.91986,1.38158,0.96157,0.89102,0.90091,0.56728,1.33543,2.61638,1.3873,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,30466.5,1.40011,3.95285,1.3854,0.96547,0.88881,0.9011,0.56776,1.3339,2.61257,1.3861,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,30809.6,1.38907,3.94428,1.38288,0.9654,0.88826,0.9009,0.56801,1.33163,2.60583,1.38433,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,31102.5,1.38751,3.90797,1.38107,0.96713,0.8889,0.90165,0.56873,1.32984,2.60298,1.38283,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,31399.8,1.38131,3.92295,1.37997,0.96601,0.88863,0.90155,0.56952,1.32793,2.60231,1.38164,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,31858.8,1.38,3.84757,1.37154,0.96608,0.88894,0.90134,0.56972,1.326,2.59478,1.38016,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,32141.8,1.37085,3.86765,1.36859,0.96651,0.88898,0.90158,0.57078,1.32379,2.58959,1.37862,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,32421.3,1.37227,3.82841,1.36838,0.96172,0.89212,0.90164,0.57171,1.32132,2.58367,1.37698,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,32766.7,1.3675,3.78579,1.36465,0.96247,0.89122,0.90217,0.57248,1.31914,2.58019,1.37534,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,33070.2,1.36368,3.79799,1.36622,0.96268,0.89111,0.90212,0.57277,1.31695,2.57531,1.37384,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,33421.2,1.35254,3.75272,1.35175,0.96244,0.89203,0.90237,0.5748,1.31471,2.56967,1.37235,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,33794.5,1.35938,3.79077,1.3582,0.96201,0.89297,0.90285,0.57543,1.31291,2.56452,1.37082,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,34103.5,1.35557,3.74799,1.35784,0.9617,0.89293,0.90283,0.57624,1.3104,2.56001,1.36911,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,34416.1,1.34358,3.70889,1.34787,0.9621,0.89284,0.90333,0.57814,1.30739,2.5572,1.36717,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,34715.5,1.34395,3.73458,1.34963,0.96128,0.89305,0.90324,0.57905,1.30486,2.55198,1.36537,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,35076.3,1.34017,3.69264,1.34323,0.96116,0.89345,0.90358,0.58034,1.30259,2.5476,1.36362,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,35476.6,1.32681,3.65023,1.33415,0.96149,0.89307,0.90391,0.58188,1.29974,2.54299,1.36163,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,35793.2,1.32478,3.63942,1.34254,0.96173,0.89285,0.90391,0.58297,1.2971,2.53772,1.3599,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,36070.1,1.32334,3.63815,1.33518,0.96289,0.893,0.90406,0.58344,1.29435,2.53208,1.35804,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,36412.3,1.31875,3.61175,1.33774,0.96339,0.89188,0.90442,0.58414,1.29195,2.52744,1.35649,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,36696.1,1.30965,3.60613,1.33138,0.96122,0.89336,0.90434,0.58503,1.28927,2.52427,1.35482,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,37075.9,1.30989,3.58785,1.3321,0.9618,0.89324,0.90439,0.58572,1.28684,2.52056,1.35312,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,37366,1.30767,3.62033,1.33071,0.96181,0.89343,0.90487,0.58698,1.28472,2.51602,1.35171,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,37708.3,1.30217,3.58934,1.32731,0.96165,0.89407,0.90494,0.58881,1.28177,2.5125,1.34991,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,38073,1.29773,3.54087,1.32628,0.9616,0.89441,0.90515,0.58899,1.2793,2.50723,1.34815,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,38374.8,1.29069,3.52932,1.31791,0.96127,0.89444,0.90532,0.59018,1.27626,2.50101,1.34596,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,38752.5,1.13108,2.44236,1.28204,0.96278,0.89264,0.90529,0.59083,1.27351,2.49705,1.34401,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,39040.4,1.11401,2.39883,1.27279,0.96191,0.89457,0.9057,0.59163,1.27012,2.49142,1.34166,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,39376.5,1.10124,2.36739,1.25363,0.96386,0.89263,0.90584,0.59386,1.26753,2.48195,1.3396,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,39655.9,1.09258,2.34354,1.24812,0.96303,0.89504,0.90614,0.59485,1.26429,2.47817,1.33725,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,39953.3,1.08102,2.29613,1.23176,0.96546,0.89221,0.90625,0.59568,1.26157,2.46954,1.33493,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,40315.8,1.07192,2.28539,1.23179,0.96611,0.89235,0.90637,0.59695,1.258,2.46193,1.33249,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,40633.2,1.06533,2.25955,1.23751,0.96662,0.89299,0.90654,0.59772,1.25486,2.45797,1.33032,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,40913.9,1.05493,2.22712,1.22605,0.96627,0.89305,0.90673,0.60011,1.25112,2.45002,1.32781,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,41375,1.04443,2.2353,1.21927,0.96622,0.89347,0.90699,0.60097,1.24777,2.44574,1.32524,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,41647.5,1.03648,2.19138,1.21109,0.96659,0.89338,0.90711,0.60179,1.24456,2.44053,1.32301,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
